,id,name,overall,pace,shooting,passing,dribbling,defense,physical
7406,223011,francois-joseph sollacaro,67,67,66,65,69,44,68
7407,236750,sondre srli,67,90,58,60,66,53,55
7408,242110,samuel sosa,67,77,69,62,70,41,57
7409,260162,mario stroeykens,67,74,64,63,71,30,62
7410,256532,gonzalo tapia,67,81,58,57,68,25,64
7411,263685,caleb taylor,67,57,35,41,45,68,71
7412,230136,jordan thompson,67,69,54,67,68,61,66
7413,263059,tomas handel,67,71,54,64,71,63,63
7414,220886,bill tuiloma,67,62,55,64,59,66,75
7415,264230,urena,67,79,61,62,70,32,53
7416,224436,sauli vaisanen,67,56,42,54,54,67,68
7417,214432,juan david valencia,67,65,66,62,70,51,68
7418,237534,jefre vargas,67,77,50,58,63,62,66
7419,222065,jairo velez,67,64,64,66,68,36,55
7420,254650,gonzalo viera,67,33,37,47,47,70,67
7421,260045,carlos vivas,67,60,22,47,45,67,64
7422,265761,cristian volpato,67,67,64,64,69,39,58
7423,183706,martyn waghorn,67,57,69,66,64,33,67
7424,194319,danny ward,67,66,68,62,66,38,70
7425,228894,joe ward,67,83,54,63,70,55,54
7426,255754,warleson,67,68,63,62,72,27,65
7427,144429,oscar wendt,67,54,61,68,64,67,65
7428,239023,ben wiles,67,69,61,65,68,61,72
7429,193716,danny wilson,67,43,39,54,57,65,80
7430,243378,manuel wintzheimer,67,62,67,63,67,27,68
7431,262566,facundo zabala,67,74,32,57,60,62,45
7432,247534,caleb zady sery,67,89,55,60,69,21,59
7433,186783,albert adomah,67,68,64,65,69,61,59
7434,222183,aidi fulangxisi,67,71,36,57,60,63,77
7435,221772,abdulaziz al bishi,67,85,58,62,72,28,63
7436,220895,abdulmajeed al sulayhim,67,66,60,67,73,58,61
7437,214961,francisco alarcon,67,43,30,38,39,67,80
7438,260086,alex millan,67,66,68,52,66,35,61
7439,173531,ben amos,67,68,66,69,66,48,64
7440,213959,elias andersson,67,65,60,70,68,60,68
7441,227601,adam andersson,67,75,45,60,65,61,67
7442,206147,marcus antonsson,67,77,65,53,64,38,72
7443,226584,pablo aranguiz,67,74,63,66,71,36,52
7444,226002,miguel araujo,67,62,36,49,58,66,71
7445,214371,juan arboleda,67,79,40,61,62,62,71
7446,241551,yoel armougom,67,79,42,55,65,60,67
7447,236505,artur jorge,67,53,37,45,50,65,74
7448,213228,samuel asamoah,67,72,57,66,69,63,65
7449,254578,david ayala,67,72,45,62,67,63,56
7450,220521,mihai balasa,67,67,51,57,52,66,73
7451,268098,peter barath,67,70,52,59,60,67,67
7452,273081,bautista barros schelotto,67,72,40,58,59,65,66
7453,235729,david bates,67,51,29,45,50,67,74
7454,202157,aziz behich,67,76,60,61,67,61,66
7455,183774,ryan bennett,67,34,25,43,35,68,70
7456,250976,loic bessile,67,74,36,52,63,65,72
7457,192365,soufiane bidaoui,67,77,64,61,73,30,49
7458,207622,martin bjrnbak,67,37,47,57,50,65,78
7459,262709,malcom bokele,67,62,47,54,52,69,68
7460,202125,jack bonham,67,68,65,68,66,43,67
7461,202154,fabian bordagaray,67,67,70,62,72,38,61
7462,271452,benjamin bouchouari,67,67,54,67,70,52,55
7463,224238,william boyle,67,46,29,44,49,66,78
7464,202050,thomas bruns,67,66,60,68,65,58,65
7465,271916,bryan,67,74,67,64,69,30,43
7466,216744,cameron burgess,67,46,37,48,49,66,77
7467,173533,david button,67,70,66,64,68,54,64
7468,202814,nathan byrne,67,78,50,62,67,61,67
7469,243842,nicky cadden,67,87,60,63,66,54,69
7470,246403,beder caicedo,67,80,49,59,66,62,68
7471,253823,edison caicedo,67,54,51,61,62,65,75
7472,258439,ousmane camara,67,37,47,57,58,65,79
7473,192451,graham carey,67,75,69,69,70,60,74
7474,207641,bryan carrasco,67,89,63,62,68,42,63
7475,247509,edwin cerrillo,67,63,43,60,60,63,70
7476,210521,sokol cikalleshi,67,61,67,59,61,35,71
7477,225543,brad collins,67,66,65,68,66,43,69
7478,229605,callum connolly,67,59,56,63,64,65,74
7479,248688,oliver cooper,67,71,59,64,71,58,60
7480,253366,gustavo cortez,67,81,47,52,68,58,70
7481,238282,mamadou coulibaly,67,76,59,65,68,64,72
7482,220128,jonatan cristaldo,67,60,70,63,71,28,68
7483,224335,lucas cueto,67,89,62,55,71,35,53
7484,248278,justin de haas,67,62,31,42,43,68,72
7485,252484,ronaldo deaconu,67,66,67,70,69,51,62
7486,259031,liam delap,67,70,67,55,65,29,69
7487,258777,adil demirbag,67,56,31,44,46,68,70
7488,226127,clement depres,67,33,71,53,64,31,59
7489,251089,maciej domanski,67,69,66,66,66,56,68
7490,209675,janoi donacien,67,79,36,51,60,66,76
7491,226102,chey dunkley,67,50,36,42,49,66,81
7492,224062,patryk dziczek,67,57,47,60,66,64,67
7493,239323,dennis eckert ayensa,67,74,65,49,69,27,61
7494,253399,oliver valaker edvardsen,67,83,61,58,69,46,76
7495,262303,ekain,67,69,67,59,68,29,61
7496,246681,idris el mizouni,67,66,56,61,62,61,74
7497,215412,callum elder,67,68,43,61,62,63,72
7498,215927,renaud emond,67,47,69,56,62,30,67
7499,201991,erik moran,67,40,50,64,61,65,74
7500,220074,runar espejord,67,68,64,51,61,30,72
7501,274046,lucas ferreira,67,60,50,56,57,66,68
7502,253796,andres ferro,67,65,38,55,61,67,72
7503,273731,rodrigo formento,67,58,69,68,73,30,66
7504,251420,tyrese fornah,67,64,59,63,69,63,73
7505,238009,martin frese,67,78,61,62,69,61,64
7506,243295,michael fuentes vadulli,67,78,60,58,68,30,57
7507,255341,pablo garcia,67,72,61,62,75,27,48
7508,261388,espen bjrnsen garnas,67,37,33,48,47,65,79
7509,265740,luis garro,67,72,57,58,63,65,62
7510,211785,ben garuccio,67,77,52,62,66,61,67
7511,243917,joe gauci,67,70,65,60,71,30,64
7512,239357,christian gebauer,67,79,62,58,65,52,67
7513,248105,virgil ghita,67,54,44,48,50,67,74
7514,251617,armin gigovic,67,69,55,65,69,57,69
7515,262389,kosmas gkezos,67,50,46,54,54,66,75
7516,262384,patrick greil,67,68,61,68,67,51,65
7517,239200,tibor halilovic,67,59,60,66,67,62,71
7518,236621,pierre-yves hamel,67,48,68,57,64,28,63
7519,244194,peter haring,67,57,54,63,62,66,76
7520,252096,nelson hernandez,67,74,55,64,68,61,58
7521,225657,hector hevel,67,68,68,63,72,51,42
7522,237871,jordan holsgrove,67,67,54,69,68,54,61
7523,231266,nicolas janvier,67,65,58,66,67,62,66
7524,246345,jo jin woo,67,61,37,44,40,67,75
7525,246814,isak bergmann johannesson,67,74,60,67,68,61,69
7526,210798,alhaji kamara,67,79,63,52,67,32,78
7527,262513,karrikaburu,67,71,67,50,66,26,58
7528,203910,anthony knockaert,67,67,65,67,71,47,60
7529,260813,giorgi kochorashvili,67,62,65,65,69,64,57
7530,239853,mirlind kryeziu,67,36,36,48,50,65,79
7531,228378,antonino la gumina,67,75,67,60,67,36,69
7532,214594,matias laba,67,66,50,61,63,63,72
7533,199895,leo lacroix,67,44,42,56,56,65,80
7534,260501,ukasz akomy,67,67,55,61,64,61,69
7535,208018,thomas lam,67,65,52,59,60,66,75
7536,229504,frederik lauenborg,67,65,54,65,67,66,74
7537,228255,nicolas lemaitre,67,68,65,65,68,33,67
7538,247042,jesper lofgren,67,47,29,42,51,66,76
7539,228515,karlo lulic,67,63,64,67,66,55,69
7540,259763,valdemar lund,67,56,42,58,57,66,71
7541,205655,angus macdonald,67,37,26,47,50,69,61
7542,234223,leandro maciel,67,67,53,63,66,61,78
7543,201940,zac macmath,67,66,66,69,68,37,64
7544,261182,julian malatini,67,71,31,58,67,61,64
7545,247519,felix mambimbi,67,87,63,54,71,24,56
7546,238885,matheus aias,67,74,66,51,69,27,63
7547,190180,ryan mcgowan,67,55,48,57,57,65,80
7548,213328,senna miangue,67,57,51,66,65,65,75
7549,262425,miki munoz,67,55,56,65,64,67,76
7550,236897,matias moya,67,76,59,63,71,51,51
7551,251330,vincent muller,67,67,65,67,68,29,67
7552,229249,jake mulraney,67,87,61,60,69,47,52
7553,224148,robert muric,67,75,64,64,73,31,61
7554,205578,pierre-yves ngawa,67,73,41,50,62,67,71
7555,262500,olasagasti,67,61,61,65,61,64,69
7556,239249,oriol busquets,67,36,43,64,61,64,67
7557,269276,gaetano oristanio,67,87,63,65,70,41,49
7558,223188,sener ozbayrakl,67,70,56,63,66,63,68
7559,222775,tobias pachonik,67,72,47,58,63,62,78
7560,238634,torge paetow,67,62,30,45,51,68,70
7561,246107,matias palacios,67,68,58,68,71,46,50
7562,271969,nicolas paz,67,65,39,54,59,65,72
7563,199848,pedro moreira,67,39,63,64,66,63,70
7564,269653,aleksa pejic,67,50,45,56,61,66,74
7565,241929,elias pereyra,67,74,32,54,64,63,59
7566,220058,dillon phillips,67,68,65,62,68,46,65
7567,178363,johny placide,67,63,65,69,66,54,67
7568,258687,boris popovic,67,58,33,49,50,66,67
7569,199769,marvin potzmann,67,71,62,61,67,64,67
7570,264311,ruben providence,67,83,64,56,77,29,53
7571,262343,stephen quemper,67,79,35,60,66,61,72
7572,261040,bogdan racovitan,67,75,32,38,44,67,75
7573,211671,josip radosevic,67,54,59,60,57,66,79
7574,242362,luciano recalde,67,54,29,42,51,69,70
7575,231219,braian rivero,67,60,43,62,66,63,68
7576,254404,carlos roca,67,81,39,59,63,62,73
7577,242158,alexis rodriguez,67,74,64,59,70,48,59
7578,273604,luciano rodriguez,67,78,72,58,71,37,71
7579,245634,romero,67,87,57,60,70,34,43
7580,254183,angel romero,67,65,62,64,70,62,70
7581,274270,rui modesto,67,85,57,60,66,55,62
7582,266374,matej rynes,67,76,62,64,69,50,59
7583,207805,loret sadiku,67,35,57,57,60,66,66
7584,191111,emil salomonsson,67,69,65,65,65,63,67
7585,253345,jhon sanchez,67,80,56,61,65,57,66
7586,273904,felipe sanchez,67,62,28,49,45,69,72
7587,232713,daniel sappa,67,64,62,62,69,38,69
7588,267409,rodrigo saravia,67,67,49,61,55,64,76
7589,194077,veysel sar,67,48,52,55,50,67,75
7590,192495,romaine sawyers,67,64,60,67,68,58,66
7591,232695,franco sbuttoni,67,42,31,46,45,66,76
7592,247539,aurelien scheidler,67,51,68,51,61,31,77
7593,243675,kjell scherpen,67,69,65,66,67,41,67
7594,223680,marco schuster,67,60,53,59,66,63,73
7595,197689,andrea seculin,67,68,62,54,73,31,67
7596,247122,danylo sikan,67,79,68,49,65,26,58
7597,259960,pedro siles,67,58,56,63,62,65,72
7598,241075,paul smyth,67,89,61,57,70,31,55
7599,253629,renato solis,67,67,69,60,67,41,65
7600,255773,nicolas sosa sanchez,67,72,66,53,59,33,57
7601,216255,marvin stefaniak,67,75,60,66,69,29,61
7602,242486,alexander succar,67,77,69,61,66,26,67
7603,242800,george tanner,67,72,43,53,63,62,69
7604,201965,simon thern,67,75,64,66,70,58,71
7605,205096,bjarne thoelke,67,34,34,47,53,68,65
7606,265588,alexis tibidi,67,76,65,62,68,32,65
7607,240446,curtis tilt,67,60,33,41,51,66,75
7608,252033,tomas esteves,67,75,37,59,67,62,64
7609,251127,fernando torrent,67,74,48,58,66,62,68
7610,233512,alin tosca,67,70,46,58,59,66,70
7611,233396,idrissa toure,67,67,52,63,69,61,74
7612,209667,konstantinos triantafyllopoulos,67,61,29,49,48,64,81
7613,203292,oliver turton,67,63,43,60,61,63,69
7614,255010,naci unuvar,67,69,58,67,72,37,44
7615,246751,anthony uribe,67,80,67,46,67,19,70
7616,255634,georgios vagiannidis,67,77,44,57,58,61,64
7617,239965,jader valencia,67,74,60,61,69,49,60
7618,217794,brayan vejar,67,89,51,61,70,58,68
7619,263787,victor bobsin,67,61,51,63,63,65,68
7620,261222,pedro vite,67,72,59,63,68,55,50
7621,262217,marten winkler,67,81,65,58,68,24,60
7622,254022,nick woltemade,67,67,66,57,63,37,68
7623,213949,kwasi okyere wriedt,67,65,66,57,66,30,78
7624,228768,xande silva,67,82,64,61,70,27,61
7625,237211,yuri ribeiro,67,76,51,66,66,67,66
7626,223568,gjoko zajkov,67,48,24,46,46,68,71
7627,263502,franco zapiola,67,76,54,69,66,50,52
7628,216381,jean zimmer,67,89,59,59,68,58,65
7629,236046,ivan zlobin,67,66,65,61,67,29,66
7630,210538,luca zuffi,67,57,65,69,65,64,61
7631,260523,paxten aaronson,66,77,55,63,69,37,47
7632,237347,abdel hakim abdallah,66,81,40,57,65,60,68
7633,243632,charles abi,66,73,60,57,68,32,67
7634,225376,vlad achim,66,54,60,65,63,62,71
7635,248812,yaw ackah,66,68,45,55,68,65,58
7636,257692,alban ajdini,66,74,66,63,69,33,51
7637,251800,ufuk akyol,66,67,55,62,65,64,68
7638,235824,tomas alarcon,66,62,51,62,60,70,74
7639,233570,carmelo algaranaz,66,69,69,55,65,38,60
7640,260272,alvyn sanches,66,70,55,62,71,60,63
7641,266713,ivan anderson,66,72,32,52,59,64,64
7642,248199,valentin antov,66,54,36,47,52,65,74
7643,265472,gustavo arevalos,66,64,65,61,68,31,66
7644,224466,ba dun,66,85,61,58,66,41,66
7645,220569,edgar babayan,66,80,58,61,68,42,65
7646,254849,youssouph badji,66,70,64,52,65,28,71
7647,229015,gabriel baez,66,76,33,47,62,62,72
7648,229477,mike-steven bahre,66,74,62,65,69,56,65
7649,248356,thierno ballo,66,78,59,60,73,50,48
7650,241858,axel bamba,66,78,33,54,56,64,78
7651,276295,thierno barry,66,75,67,47,65,22,62
7652,219170,raul becerra,66,53,68,46,63,28,67
7653,256746,tobias bech,66,80,66,64,70,58,68
7654,254142,joe bell,66,61,59,66,65,62,76
7655,239703,merveille biankadi,66,76,57,59,68,54,74
7656,229713,jose bizama,66,77,45,59,61,63,73
7657,243652,borja garces,66,70,67,51,65,31,54
7658,258784,carlo boukhalfa,66,67,61,62,66,60,74
7659,256127,william bving,66,78,65,61,70,31,59
7660,204492,pascal breier,66,72,63,59,67,33,69
7661,247976,catalin cabuz,66,68,62,62,71,35,63
7662,271386,abdulkerim cakar,66,77,62,60,71,29,60
7663,255779,kacper chodyna,66,85,55,59,66,59,67
7664,236037,pelle clement,66,64,60,67,68,56,61
7665,206134,devante cole,66,88,64,52,65,26,61
7666,248765,christian conteh,66,93,51,51,74,28,56
7667,202131,jordan cousins,66,69,50,59,66,61,68
7668,261523,nestor cova,66,71,27,54,54,61,45
7669,232431,ljuban crepulja,66,58,57,61,60,66,68
7670,252135,dani fernandez,66,64,34,54,62,64,60
7671,194934,dani jimenez,66,66,64,61,69,50,64
7672,215129,misael davila,66,80,63,66,70,54,65
7673,270363,mael de gevigney,66,65,28,51,53,67,68
7674,234799,yohan demoncy,66,63,48,62,66,60,74
7675,266792,victor dican,66,69,52,53,57,65,76
7676,225849,maximilian dittgen,66,79,62,57,67,51,74
7677,255411,bryce duke,66,66,56,68,71,46,56
7678,255247,andres dumitrescu,66,75,39,53,56,62,64
7679,228888,george edmundson,66,64,32,47,46,66,78
7680,261654,omar el hilali,66,80,40,57,65,61,62
7681,255386,tomas escalante,66,72,59,64,68,56,57
7682,243591,fernando andrade,66,67,66,62,66,26,66
7683,273610,andres ferrari,66,69,65,56,63,28,62
7684,258973,mamadou fofana,66,84,51,66,70,59,74
7685,243360,nils froling,66,75,69,56,68,38,79
7686,155463,valerica gaman,66,53,57,57,52,66,69
7687,192319,luke garbutt,66,67,54,66,65,63,64
7688,191252,marcel gaus,66,70,60,63,63,59,76
7689,216348,nick gillekens,66,69,61,67,66,43,63
7690,189551,dylan gissi,66,34,46,58,55,64,78
7691,203393,eddy gnahore,66,55,64,64,66,63,76
7692,269569,jan gorenc,66,50,31,48,45,66,73
7693,260336,raudy guerrero,66,77,59,61,66,43,46
7694,264210,muhammed gumuskaya,66,72,61,66,68,52,57
7695,228238,jostein gundersen,66,55,41,52,58,64,73
7696,164505,brad guzan,66,65,67,64,63,38,67
7697,266127,lewis hall,66,66,54,65,68,63,56
7698,260477,nathan harriel,66,78,32,51,55,64,74
7699,237833,mark harris,66,82,61,59,68,40,68
7700,245722,gustav henriksson,66,64,39,55,50,64,68
7701,248492,james hill,66,66,25,48,52,65,67
7702,200433,lukas hinterseer,66,34,67,62,65,40,73
7703,253969,leo hjelde,66,71,32,56,60,64,67
7704,258710,noah jean holm,66,70,67,52,65,27,75
7705,241835,jizz hornkamp,66,71,68,54,60,58,70
7706,214983,matias ibanez,66,66,64,64,65,39,67
7707,262491,iker seguin,66,69,57,67,63,60,54
7708,268673,alessio iovine,66,63,54,65,69,57,58
7709,222503,harry isted,66,67,64,63,69,35,65
7710,225168,valentin jacob,66,78,64,66,66,42,47
7711,223224,marin jakolis,66,68,64,62,66,49,58
7712,264195,javi marton,66,57,70,50,64,25,53
7713,234276,jeong jae hee,66,89,60,57,66,47,67
7714,225270,ignacio jeraldino,66,64,61,45,63,27,66
7715,259532,joan garcia,66,65,64,66,65,42,65
7716,227675,marvin johnson,66,76,61,63,66,59,67
7717,235425,derrick jones,66,70,53,59,60,61,81
7718,246039,jorge mier,66,76,41,60,64,61,62
7719,258557,juanma bravo,66,62,61,64,63,66,70
7720,176841,lukas jutkiewicz,66,49,64,58,61,40,74
7721,216690,elvis kabashi,66,70,53,62,69,56,65
7722,270632,jakub kadak,66,63,66,66,67,41,48
7723,251289,thomas keller,66,60,42,56,54,64,73
7724,256726,marvin keller,66,67,64,62,66,33,65
7725,246121,stephen kelly,66,72,65,65,66,58,64
7726,226924,roman kerschbaum,66,63,65,65,64,63,71
7727,236586,kim jin ya,66,83,53,59,67,57,66
7728,245809,yann kitala,66,72,66,46,62,24,72
7729,211827,philipp klewin,66,66,63,60,65,41,68
7730,241428,harvey knibbs,66,73,63,61,65,48,72
7731,219558,gilbert koomson,66,85,60,60,67,37,62
7732,228363,joris kramer,66,51,36,41,52,66,72
7733,262840,lukas kunze,66,68,62,60,62,60,74
7734,255703,luke le roux,66,75,50,61,67,59,72
7735,221859,lee ju yong,66,80,58,57,65,58,69
7736,229907,julian lelieveld,66,65,44,62,62,62,67
7737,256564,tim lemperle,66,70,63,59,69,32,59
7738,259615,percy liza,66,73,65,60,70,40,65
7739,263228,lenny lobato,66,81,67,55,71,31,56
7740,255398,lobete,66,69,64,55,68,23,56
7741,215581,jakub ukowski,66,80,65,60,68,35,60
7742,256604,daniel luna,66,68,57,58,65,33,44
7743,261377,rafael lutiger,66,60,40,47,45,68,72
7744,207606,jay lynch,66,66,64,62,65,41,65
7745,267987,ignacio maestro puch,66,67,66,50,64,23,65
7746,212223,sean maguire,66,82,62,56,70,36,61
7747,243275,lars lukas mai,66,54,32,47,48,65,75
7748,271589,cesar lobi manzoki,66,69,67,38,62,20,64
7749,259010,marcelo lopes,66,83,59,60,65,25,58
7750,216376,marco sangalli,66,68,69,66,66,53,61
7751,214876,jack marriott,66,80,65,51,67,26,64
7752,208739,cosmin matei,66,62,64,66,67,54,60
7753,251918,anthony matos,66,49,27,43,42,67,66
7754,240259,mehdi merghem,66,72,63,63,68,48,67
7755,223230,bogdan mitrea,66,54,55,56,49,66,74
7756,243788,arbnor mucolli,66,73,59,63,70,52,59
7757,214081,david murillo,66,74,37,57,65,60,66
7758,232599,yuta nakayama,66,72,47,59,64,65,72
7759,247308,john nelson,66,82,27,48,60,61,62
7760,269302,maurice neubauer,66,69,32,59,62,62,63
7761,234049,babacar niasse,66,74,65,60,69,29,56
7762,200820,jordan obita,66,65,58,64,64,62,74
7763,254327,nathanael ogbeta,66,80,45,53,66,60,71
7764,245022,nicholas opoku,66,61,37,43,48,65,79
7765,268611,joel ordonez,66,63,26,51,52,66,72
7766,221486,daniel o'shaughnessy,66,52,39,57,51,66,73
7767,258766,pablo garcia,66,76,38,53,63,60,69
7768,196916,marlon pack,66,45,60,65,64,63,72
7769,214250,manuel palacios,66,90,58,58,68,45,73
7770,256898,alexandru pantea,66,80,40,60,60,60,67
7771,251646,jayson papeau,66,81,58,59,72,42,76
7772,253475,merveille papela,66,67,54,63,71,62,51
7773,246047,andres perea,66,72,50,60,65,64,68
7774,212519,romain philippoteaux,66,67,65,62,68,42,46
7775,239485,junior pius,66,49,46,50,53,65,72
7776,268875,semuel pizzignacco,66,68,64,66,70,34,62
7777,262420,robert popa,66,65,63,69,69,39,65
7778,246865,franco quinteros,66,69,42,54,63,63,61
7779,254069,djorkaeff reasco,66,76,67,54,65,33,74
7780,224115,ricardinho,66,70,55,59,60,63,70
7781,223679,tim rieder,66,62,33,51,53,65,76
7782,179633,sren rieks,66,63,70,64,68,62,69
7783,273560,matias rocha,66,61,51,56,57,65,71
7784,231129,axel rodriguez,66,68,66,45,64,37,70
7785,266658,ignacio rodriguez,66,49,28,30,33,68,72
7786,266500,jonathan rowe,66,83,64,59,69,27,53
7787,242802,san roman,66,65,66,67,66,25,64
7788,202220,cj sapong,66,65,65,58,62,40,80
7789,274505,marco saravia,66,51,44,43,48,67,71
7790,263808,gokhan sazdag,66,69,64,62,66,53,62
7791,211954,tobias schrock,66,64,63,58,59,65,77
7792,237232,batuhan sen,66,67,65,62,69,24,66
7793,261466,miguel silva,66,67,65,64,67,33,63
7794,235247,sam smith,66,74,65,57,64,29,73
7795,247356,kyle smith,66,69,26,50,59,66,72
7796,236767,edoardo soleri,66,76,63,49,68,33,68
7797,222215,petter strand,66,77,60,63,68,63,72
7798,243464,jared stroud,66,67,56,63,64,55,66
7799,263310,anssi suhonen,66,56,57,61,73,38,51
7800,246909,toichi suzuki,66,84,53,59,67,56,55
7801,201082,jakub szumski,66,68,63,64,68,22,66
7802,252858,edvard sandvik tagseth,66,77,53,62,68,59,65
7803,251285,niclas thiede,66,65,65,61,70,44,64
7804,242154,angus thurgate,66,66,56,63,67,59,68
7805,255700,alex timossi andersson,66,84,58,60,67,30,52
7806,176094,przemysaw tyton,66,66,63,69,65,50,65
7807,188540,rajiv van la parra,66,75,59,60,71,39,62
7808,203060,josh vela,66,62,60,64,65,62,81
7809,224344,andres vilches,66,66,65,52,64,21,67
7810,263076,robert wagner,66,67,45,63,66,59,66
7811,238563,danilo wiebe,66,61,44,60,57,66,72
7812,240611,dru yearwood,66,77,54,58,70,65,76
7813,229217,yaw yeboah,66,87,61,56,69,35,53
7814,254711,edgar zaracho,66,58,54,68,62,51,61
7815,208115,leonard zuta,66,74,49,60,62,61,70
7816,243210,aly abeid,66,75,42,53,61,61,75
7817,214406,albert acevedo,66,42,29,41,39,67,70
7818,270529,aceves,66,68,63,67,69,24,63
7819,259573,alonso aceves,66,73,43,54,60,63,60
7820,238519,hamdan al shamrani,66,86,54,53,60,58,75
7821,255082,alexandru albu,66,62,63,62,64,63,77
7822,204354,jak alnwick,66,66,64,64,66,46,65
7823,223056,alvaro bustos,66,77,62,63,65,50,56
7824,247041,anderson,66,77,55,56,67,64,76
7825,253777,walter araujo,66,71,68,64,66,26,56
7826,251201,kristian arnstad,66,68,56,65,70,60,64
7827,239981,jann-fiete arp,66,77,64,56,68,31,67
7828,195671,charlie austin,66,45,70,56,62,35,70
7829,250918,said bakari,66,84,57,59,66,58,74
7830,272938,leandro barcia,66,68,64,67,67,47,59
7831,274122,martin barrios,66,61,57,64,64,61,63
7832,243885,mons bassouamina,66,81,64,53,67,21,63
7833,261374,lewis bate,66,74,56,67,69,58,50
7834,225735,dominic baumann,66,67,65,53,62,29,74
7835,220446,mohammed ali bemammer,66,57,39,53,50,64,82
7836,255040,benito,66,74,57,59,68,25,62
7837,268709,jewison bennette,66,85,57,57,69,27,44
7838,244736,steeve beusnard,66,70,58,66,70,63,53
7839,204846,jamal blackman,66,65,65,62,68,25,64
7840,236283,marco borgnino,66,83,63,60,71,31,61
7841,228759,kenji-van boto,66,71,49,57,62,61,73
7842,228788,jeremie broh,66,81,59,63,67,63,67
7843,223925,alexander brunst,66,67,65,61,68,38,65
7844,250960,oliver bundgaard,66,84,49,58,66,60,60
7845,209957,jakob busk,66,67,60,63,68,44,63
7846,253284,ezequiel busquets,66,71,49,56,59,61,65
7847,259611,carlos cabello,66,76,25,54,58,63,49
7848,275138,lamine camara,66,79,58,65,68,45,45
7849,247911,mihai capatina,66,67,63,64,65,58,67
7850,258893,sava-arangel cestic,66,51,28,42,49,65,75
7851,212048,alexandru chipciu,66,73,63,63,65,51,69
7852,194018,james collins,66,54,65,55,63,40,78
7853,258758,theo corbeanu,66,81,58,61,69,47,63
7854,229073,josh dacres-cogley,66,89,50,57,63,56,73
7855,244684,vitalie damascan,66,78,65,55,66,22,68
7856,239247,dani morer,66,75,48,62,63,61,62
7857,266850,juan cruz de los santos,66,77,61,57,66,39,60
7858,213488,daniel de silva,66,78,59,65,70,54,57
7859,230607,yannick deichmann,66,78,61,64,68,60,78
7860,262790,mats deijl,66,69,40,53,62,64,67
7861,246015,luis del pino mago,66,70,41,56,53,66,70
7862,255222,diomar diaz,66,79,66,63,67,47,66
7863,234576,diogo queiros,66,47,36,42,50,66,70
7864,234231,mohamed djetei,66,68,35,48,54,65,75
7865,270084,mehdi dorval,66,73,35,57,65,58,59
7866,240955,tomas durso,66,67,60,58,69,26,71
7867,262745,neil el aynaoui,66,63,55,64,66,60,61
7868,260638,bartug elmaz,66,60,56,67,68,61,49
7869,250927,okan erdogan,66,62,35,49,41,67,70
7870,259791,juan espitia,66,64,64,64,66,25,64
7871,263061,konrad faber,66,82,57,61,69,59,60
7872,244280,adrian fein,66,48,57,64,66,62,71
7873,192363,mads fenger,66,52,44,55,52,65,77
7874,258484,gabriele ferrarini,66,65,43,57,68,64,57
7875,242003,daam foulon,66,73,43,65,68,61,66
7876,255451,juan jose franco,66,65,53,59,64,64,58
7877,242643,liam fraser,66,60,35,62,60,62,74
7878,177299,adrian gabbarini,66,64,66,63,67,45,66
7879,207783,raymon gaddis,66,66,29,52,63,65,63
7880,213835,jens martin gammelby,66,73,56,58,63,60,77
7881,189944,lamine gassama,66,76,39,58,65,62,71
7882,259718,felix gebhardt,66,65,63,62,71,45,66
7883,225428,fabio gerli,66,64,48,63,65,61,57
7884,253247,marcelo gonzalez,66,78,62,60,66,31,68
7885,192241,rhyan grant,66,72,56,60,62,61,79
7886,177684,simone grippo,66,43,58,61,53,64,72
7887,263923,daniel gutierrez,66,63,22,46,61,66,70
7888,240117,maren haile-selassie,66,82,60,59,68,42,62
7889,212238,besar halimi,66,61,63,65,71,53,53
7890,170008,ben hamer,66,67,61,65,67,45,65
7891,225734,cj hamilton,66,89,58,59,63,55,64
7892,248434,daniel hanslik,66,67,66,60,65,26,73
7893,226084,ryan hardie,66,86,64,48,64,24,61
7894,266640,juan jose heinze,66,74,53,63,66,39,62
7895,254634,oscar hernandez,66,66,49,57,63,64,68
7896,219967,dominik hadun,66,69,65,65,67,34,64
7897,213665,jordan houghton,66,59,51,64,61,62,75
7898,239506,sam hughes,66,53,41,49,49,65,78
7899,255171,wilson ibarrola,66,81,29,52,57,60,59
7900,264116,iturbe,66,66,64,66,69,50,65
7901,269224,ivan gil,66,65,65,58,69,50,50
7902,197860,ivo pinto,66,76,46,59,64,62,70
7903,225996,erik janza,66,60,50,65,63,61,67
7904,255377,sylvester jasper,66,76,57,60,73,39,49
7905,246617,javi mier,66,71,64,66,68,63,67
7906,203225,james jeggo,66,67,58,60,64,62,69
7907,239379,victor jensen,66,71,58,65,70,57,58
7908,222273,jiang zhipeng,66,63,60,66,65,63,60
7909,223379,oscar johansson,66,74,58,62,65,46,68
7910,260083,john donald,66,48,43,57,55,68,55
7911,238940,jakub jugas,66,53,45,51,50,64,75
7912,235005,otar kakabadze,66,79,49,63,66,60,72
7913,229045,aboubakary kante,66,91,65,57,66,23,74
7914,240501,alexandros katranis,66,72,47,59,64,62,66
7915,239952,akos kecskes,66,55,33,45,44,66,71
7916,251381,philippe paulin keny,66,80,64,55,63,29,71
7917,243726,liam kerrigan,66,72,60,65,67,43,67
7918,227235,konstantin kerschbaumer,66,71,65,64,67,60,72
