,id,name,overall,pace,shooting,passing,dribbling,defense,physical,player_positions,club_position,value_eur,wage_eur,club_name,preferred_foot,player_tags,player_traits
7555,262500,olasagasti,67,61,61,65,61,64,69,CM,RES,2300000.0,9000.0,Real Sociedad,Left,,
7556,239249,oriol busquets,67,36,43,64,61,64,67,"CDM, CM",SUB,1400000.0,2000.0,Arouca,Right,,
7557,269276,gaetano oristanio,67,87,63,65,70,41,49,"CAM, ST, RM",SUB,2900000.0,18000.0,Cagliari,Left,,Trivela
7558,223188,sener ozbayrakl,67,70,56,63,66,63,68,RB,SUB,525000.0,8000.0,İstanbul Başakşehir,Right,,Long Throw
7559,222775,tobias pachonik,67,72,47,58,63,62,78,"RWB, LWB",LWB,925000.0,2000.0,Stabæk,Right,,
7560,238634,torge paetow,67,62,30,45,51,68,70,CB,RCB,1100000.0,1000.0,Verl,Right,,"Long Throw +, Aerial"
7561,246107,matias palacios,67,68,58,68,71,46,50,"CAM, CM",SUB,2300000.0,500.0,Al Ain,Right,,"Long Ball Pass, Trivela"
7562,271969,nicolas paz,67,65,39,54,59,65,72,"CB, RB, LB",RCB,2100000.0,3000.0,Unión Santa Fe,Right,,Long Throw
7563,199848,pedro moreira,67,39,63,64,66,63,70,"CM, CDM",RDM,475000.0,3000.0,Arouca,Right,,
7564,269653,aleksa pejic,67,50,45,56,61,66,74,CDM,SUB,1500000.0,6000.0,Rapid Wien,Right,,"Intercept, Aerial"
7565,241929,elias pereyra,67,74,32,54,64,63,59,,,,,,,,
7566,220058,dillon phillips,67,68,65,62,68,46,65,GK,SUB,875000.0,5000.0,Rotherham United,Right,,
7567,178363,johny placide,67,63,65,69,66,54,67,GK,GK,110000.0,1000.0,Bastia,Right,,
7568,258687,boris popovic,67,58,33,49,50,66,67,CB,RCB,1900000.0,4000.0,Cercle Brugge,Right,,Aerial
7569,199769,marvin potzmann,67,71,62,61,67,64,67,"RB, RM, LM",SUB,900000.0,6000.0,Austria Wien,Right,,
7570,264311,ruben providence,67,83,64,56,77,29,53,"ST, LM",RS,2100000.0,4000.0,Hartberg,Right,,"Technical, First Touch"
7571,262343,stephen quemper,67,79,35,60,66,61,72,"LB, LWB",LB,875000.0,3000.0,Ajaccio,Left,,
7572,261040,bogdan racovitan,67,75,32,38,44,67,75,CB,CB,2100000.0,3000.0,Raków Częstochowa,Right,,
7573,211671,josip radosevic,67,54,59,60,57,66,79,CDM,SUB,875000.0,5000.0,Brøndby,Right,,"Anticipate, Slide Tackle"
7574,242362,luciano recalde,67,54,29,42,51,69,70,CB,LCB,1100000.0,500.0,Deportivo Cuenca,Left,,
7575,231219,braian rivero,67,60,43,62,66,63,68,"CDM, CM",LDM,1200000.0,5000.0,Arsenal de Sarandi,Right,,
7576,254404,carlos roca,67,81,39,59,63,62,73,LB,LB,1200000.0,500.0,The Strongest,Left,,
7577,242158,alexis rodriguez,67,74,64,59,70,48,59,"CAM, ST, RM",LS,1100000.0,500.0,Delfin,Right,,
7578,273604,luciano rodriguez,67,78,72,58,71,37,71,"RW, LW, ST",RW,2400000.0,500.0,Liverpool,Right,,"Technical, Flair"
7579,245634,romero,67,87,57,60,70,34,43,"LM, RM, CAM",SUB,1100000.0,4000.0,Tenerife,Left,,Rapid
7580,254183,angel romero,67,65,62,64,70,62,70,"CDM, CB, CM",CDM,675000.0,500.0,Deportivo Binacional,Right,,Anticipate
7581,274270,rui modesto,67,85,57,60,66,55,62,"RM, RWB",RM,2300000.0,3000.0,AIK,Right,,
7582,266374,matej rynes,67,76,62,64,69,50,59,"LM, LW",SUB,2300000.0,500.0,Sparta Praha,Left,,
7583,207805,loret sadiku,67,35,57,57,60,66,66,"CDM, CB, CM",SUB,725000.0,2000.0,Hammarby,Right,,
7584,191111,emil salomonsson,67,69,65,65,65,63,67,"RB, RM",RB,375000.0,2000.0,IFK Göteborg,Right,,
7585,253345,jhon sanchez,67,80,56,61,65,57,66,"RM, RW, LW",SUB,1500000.0,500.0,Emelec,Right,,
7586,273904,felipe sanchez,67,62,28,49,45,69,72,CB,LCB,2100000.0,3000.0,Gimnasia La Plata,Right,,
7587,232713,daniel sappa,67,64,62,62,69,38,69,GK,SUB,725000.0,4000.0,Estudiantes,Right,,
7588,267409,rodrigo saravia,67,67,49,61,55,64,76,"CDM, CM",RDM,2200000.0,5000.0,Gimnasia La Plata,Right,,
7589,194077,veysel sar,67,48,52,55,50,67,75,CB,RCB,325000.0,7000.0,Antalyaspor,Right,,"Slide Tackle, Bruiser"
7590,192495,romaine sawyers,67,64,60,67,68,58,66,"CM, CDM",SUB,825000.0,7000.0,Cardiff City,Right,,"Flair, Trivela"
7591,232695,franco sbuttoni,67,42,31,46,45,66,76,CB,LCB,325000.0,4000.0,Sarmiento,Left,,
7592,247539,aurelien scheidler,67,51,68,51,61,31,77,ST,SUB,1400000.0,2000.0,FC Andorra,Right,,
7593,243675,kjell scherpen,67,69,65,66,67,41,67,GK,GK,2000000.0,14000.0,Sturm Graz,Right,,Far Throw
7594,223680,marco schuster,67,60,53,59,66,63,73,"CDM, CM, RM",SUB,1000000.0,7000.0,Paderborn,Right,,"Slide Tackle, Relentless"
7595,197689,andrea seculin,67,68,62,54,73,31,67,GK,SUB,500000.0,1000.0,Modena,Right,,
7596,247122,danylo sikan,67,79,68,49,65,26,58,ST,CAM,2300000.0,500.0,Shakhtar Donetsk,Right,,
7597,259960,pedro siles,67,58,56,63,62,65,72,"CDM, CM",LDM,850000.0,500.0,Blooming,Left,,Anticipate
7598,241075,paul smyth,67,89,61,57,70,31,55,"RM, LM, RWB",RWB,1400000.0,7000.0,Queens Park Rangers,Right,#Acrobat,"Rapid, Long Throw"
7599,253629,renato solis,67,67,69,60,67,41,65,GK,GK,1700000.0,500.0,Sporting Cristal,Right,,Footwork
7600,255773,nicolas sosa sanchez,67,72,66,53,59,33,57,"ST, RM",SUB,1200000.0,6000.0,Banfield,Right,,
7601,216255,marvin stefaniak,67,75,60,66,69,29,61,"LM, CAM, CM",LM,1000000.0,2000.0,Erzgebirge Aue,Right,,"Dead Ball, Technical"
7602,242486,alexander succar,67,77,69,61,66,26,67,ST,RES,1100000.0,500.0,Universitario,Right,,
7603,242800,george tanner,67,72,43,53,63,62,69,"RB, RWB",RB,2200000.0,9000.0,Bristol City,Right,,
7604,201965,simon thern,67,75,64,66,70,58,71,"CM, LM",CAM,975000.0,2000.0,Värnamo,Right,,
7605,205096,bjarne thoelke,67,34,34,47,53,68,65,CB,SUB,700000.0,3000.0,Saarbrücken,Right,,"Jockey, Aerial"
7606,265588,alexis tibidi,67,76,65,62,68,32,65,"LW, CAM, ST",SUB,2200000.0,2000.0,NEC,Right,,
7607,240446,curtis tilt,67,60,33,41,51,66,75,CB,LCB,700000.0,7000.0,Salford City,Left,,
7608,252033,tomas esteves,67,75,37,59,67,62,64,RB,SUB,2200000.0,1000.0,Pisa,Right,,Technical
7609,251127,fernando torrent,67,74,48,58,66,62,68,"RB, CB",SUB,750000.0,5000.0,Huracán,Right,,Rapid
7610,233512,alin tosca,67,70,46,58,59,66,70,"CB, LWB, LB",LCB,700000.0,8000.0,Al Riyadh,Left,,
7611,233396,idrissa toure,67,67,52,63,69,61,74,"CM, CDM",SUB,1500000.0,2000.0,Pisa,Right,,"Relentless, Aerial"
7612,209667,konstantinos triantafyllopoulos,67,61,29,49,48,64,81,CB,SUB,825000.0,3000.0,Górnik Zabrze,Right,,
7613,203292,oliver turton,67,63,43,60,61,63,69,"RB, RWB, CB",SUB,875000.0,4000.0,Huddersfield Town,Right,,
7614,255010,naci unuvar,67,69,58,67,72,37,44,"LW, CAM",SUB,2500000.0,5000.0,FC Twente,Right,,"Pinged Pass, Tiki Taka, Technical, Flair, Trivela"
7615,246751,anthony uribe,67,80,67,46,67,19,70,ST,ST,825000.0,500.0,Deportivo Táchira,Right,,
7616,255634,georgios vagiannidis,67,77,44,57,58,61,64,RB,RB,2600000.0,500.0,Panathinaikos,Right,,
7617,239965,jader valencia,67,74,60,61,69,49,60,"LM, LW",LM,2000000.0,2000.0,Millonarios,Left,,Rapid
7618,217794,brayan vejar,67,89,51,61,70,58,68,"LB, LM",LB,975000.0,2000.0,Palestino,Right,,"Slide Tackle, Technical"
7619,263787,victor bobsin,67,61,51,63,63,65,68,"CDM, CM",SUB,2100000.0,2000.0,Daegu,Right,,
7620,261222,pedro vite,67,72,59,63,68,55,50,"CM, CF",LCM,2300000.0,2000.0,Vancouver Whitecaps,Left,,Flair
7621,262217,marten winkler,67,81,65,58,68,24,60,"LM, RM, ST",SUB,2500000.0,4000.0,Hertha BSC,Left,,
7622,254022,nick woltemade,67,67,66,57,63,37,68,"ST, CAM",SUB,2300000.0,7000.0,Werder Bremen,Right,,
7623,213949,kwasi okyere wriedt,67,65,66,57,66,30,78,ST,ST,1000000.0,9000.0,Osnabrück,Left,,Power Header
7624,228768,xande silva,67,82,64,61,70,27,61,"LM, ST",LM,1200000.0,3000.0,Atlanta United,Right,,"Technical, Flair"
7625,237211,yuri ribeiro,67,76,51,66,66,67,66,"CB, LWB, LB",LCB,1200000.0,4000.0,Legia Warszawa,Left,,
7626,223568,gjoko zajkov,67,48,24,46,46,68,71,CB,RCB,1000000.0,5000.0,Universitatea Craiova,Right,,Long Ball Pass
7627,263502,franco zapiola,67,76,54,69,66,50,52,LM,SUB,2100000.0,5000.0,Estudiantes,Left,,
7628,216381,jean zimmer,67,89,59,59,68,58,65,"RB, RM",RM,900000.0,5000.0,Kaiserslautern,Right,,Slide Tackle
7629,236046,ivan zlobin,67,66,65,61,67,29,66,GK,SUB,1200000.0,3000.0,Famalicão,Right,,Footwork
7630,210538,luca zuffi,67,57,65,69,65,64,61,"CDM, CM",LDM,500000.0,3000.0,Winterthur,Left,,"Long Ball Pass, Trivela"
7631,260523,paxten aaronson,66,77,55,63,69,37,47,CAM,RES,2400000.0,7000.0,Eintracht Frankfurt,Right,,
7632,237347,abdel hakim abdallah,66,81,40,57,65,60,68,"LWB, LB",LWB,1000000.0,2000.0,Rodez,Left,,
7633,243632,charles abi,66,73,60,57,68,32,67,ST,SUB,1200000.0,3000.0,Stade Lausanne-Ouchy,Left,,
7634,225376,vlad achim,66,54,60,65,63,62,71,"CDM, CM",LDM,300000.0,4000.0,U Craiova 1948,Right,,"Long Ball Pass, Intercept"
7635,248812,yaw ackah,66,68,45,55,68,65,58,"CDM, CM",CDM,1100000.0,4000.0,Kayserispor,Right,,
7636,257692,alban ajdini,66,74,66,63,69,33,51,LM,LM,1300000.0,2000.0,Stade Lausanne-Ouchy,Right,,Power Shot
7637,251800,ufuk akyol,66,67,55,62,65,64,68,"CDM, CM",SUB,1000000.0,6000.0,Antalyaspor,Right,,Slide Tackle
7638,235824,tomas alarcon,66,62,51,62,60,70,74,"CM, CDM",SUB,1700000.0,7000.0,FC Cartagena,Right,,Long Ball Pass
7639,233570,carmelo algaranaz,66,69,69,55,65,38,60,"ST, CF, LM",SUB,1000000.0,500.0,Bolívar,Left,,
7640,260272,alvyn sanches,66,70,55,62,71,60,63,"CM, CAM",LCM,2200000.0,3000.0,Lausanne Sport,Left,,"Anticipate, First Touch, Press Proven"
7641,266713,ivan anderson,66,72,32,52,59,64,64,"RB, RM",RB,1000000.0,500.0,Monagas,Right,,
7642,248199,valentin antov,66,54,36,47,52,65,74,CB,RES,1800000.0,10000.0,Cremonese,Right,,
7643,265472,gustavo arevalos,66,64,65,61,68,31,66,GK,GK,90000.0,500.0,General Caballero JLM,Right,,
7644,224466,ba dun,66,85,61,58,66,41,66,"LM, RM",LM,900000.0,3000.0,Tianjin Jinmen Tiger,Right,,"Whipped Cross, Technical"
7645,220569,edgar babayan,66,80,58,61,68,42,65,"LM, RM",RM,900000.0,5000.0,Randers,Right,,"Technical, Trivela"
7646,254849,youssouph badji,66,70,64,52,65,28,71,ST,RF,1900000.0,4000.0,Sporting Charleroi,Right,,
7647,229015,gabriel baez,66,76,33,47,62,62,72,LB,LB,975000.0,500.0,Nacional,Left,,
7648,229477,mike-steven bahre,66,74,62,65,69,56,65,"CM, CDM",LCM,900000.0,4000.0,Rheindorf Altach,Right,,
7649,248356,thierno ballo,66,78,59,60,73,50,48,"CAM, RM, CM",RM,1900000.0,3000.0,Wolfsberger AC,Right,,"Finesse Shot, Technical, Flair"
7650,241858,axel bamba,66,78,33,54,56,64,78,"CB, RB",RES,1200000.0,3000.0,Sporting Gijón,Right,#Strength,Aerial
7651,276295,thierno barry,66,75,67,47,65,22,62,"ST, LW",ST,1900000.0,4000.0,Basel,Right,,
7652,219170,raul becerra,66,53,68,46,63,28,67,ST,ST,375000.0,500.0,Deportivo Cuenca,Right,,
7653,256746,tobias bech,66,80,66,64,70,58,68,"CM, ST",SUB,2100000.0,3000.0,AGF,Left,,"Power Shot, Technical"
7654,254142,joe bell,66,61,59,66,65,62,76,"CM, CDM",LCM,1300000.0,1000.0,Viking,Right,,Tiki Taka
7655,239703,merveille biankadi,66,76,57,59,68,54,74,"RM, CM",LCM,850000.0,3000.0,DSC Arminia Bielefeld,Right,,Rapid
7656,229713,jose bizama,66,77,45,59,61,63,73,"RB, CB",SUB,750000.0,2000.0,Palestino,Right,,Slide Tackle
7657,243652,borja garces,66,70,67,51,65,31,54,ST,SUB,1700000.0,12000.0,Elche,Right,,
7658,258784,carlo boukhalfa,66,67,61,62,66,60,74,"CAM, CM, CDM",SUB,1700000.0,5000.0,St. Pauli,Left,,
7659,256127,william bving,66,78,65,61,70,31,59,ST,SUB,1900000.0,5000.0,Sturm Graz,Right,#Acrobat,Technical
7660,204492,pascal breier,66,72,63,59,67,33,69,"LM, ST",SUB,700000.0,1000.0,VfB Lübeck,Right,,
7661,247976,catalin cabuz,66,68,62,62,71,35,63,GK,GK,900000.0,4000.0,Hermannstadt,Right,,
7662,271386,abdulkerim cakar,66,77,62,60,71,29,60,"RM, LM",RES,1300000.0,4000.0,Gaziantep F.K.,Right,,
7663,255779,kacper chodyna,66,85,55,59,66,59,67,"RM, RB",RM,1400000.0,3000.0,Zagłębie Lubin,Right,,Rapid
7664,236037,pelle clement,66,64,60,67,68,56,61,"CM, CAM",SUB,975000.0,3000.0,Sparta Rotterdam,Right,,
7665,206134,devante cole,66,88,64,52,65,26,61,ST,LS,875000.0,5000.0,Barnsley,Right,,"Finesse Shot, Rapid, Quick Step"
7666,248765,christian conteh,66,93,51,51,74,28,56,"RW, RM, ST",SUB,1400000.0,4000.0,Osnabrück,Right,#Speedster,"Rapid, Flair, Quick Step"
7667,202131,jordan cousins,66,69,50,59,66,61,68,CDM,SUB,725000.0,3000.0,Cambridge United,Right,,Long Throw
7668,261523,nestor cova,66,71,27,54,54,61,45,LB,LB,775000.0,500.0,Metropolitanos,Left,,
7669,232431,ljuban crepulja,66,58,57,61,60,66,68,"CDM, CM",CDM,725000.0,4000.0,Voluntari,Left,,
7670,252135,dani fernandez,66,64,34,54,62,64,60,"RB, RM",SUB,1000000.0,3000.0,Racing Santander,Right,,
7671,194934,dani jimenez,66,66,64,61,69,50,64,GK,GK,275000.0,3000.0,Leganés,Right,,
7672,215129,misael davila,66,80,63,66,70,54,65,"CM, LM",CAM,700000.0,2000.0,Palestino,Left,,Press Proven
7673,270363,mael de gevigney,66,65,28,51,53,67,68,CB,RCB,1600000.0,3000.0,Barnsley,Right,,Power Header
7674,234799,yohan demoncy,66,63,48,62,66,60,74,"CM, CDM",SUB,975000.0,3000.0,Paris,Right,,Relentless
7675,266792,victor dican,66,69,52,53,57,65,76,"CDM, CB",RCM,1800000.0,2000.0,Botoşani,Right,,Relentless
7676,225849,maximilian dittgen,66,79,62,57,67,51,74,"ST, LM",RES,875000.0,4000.0,Ingolstadt,Left,,
7677,255411,bryce duke,66,66,56,68,71,46,56,"CAM, CM, CF",CAM,1900000.0,2000.0,CF Montréal,Right,,Flair
7678,255247,andres dumitrescu,66,75,39,53,56,62,64,LB,RES,1800000.0,500.0,Slavia Praha,Left,,
7679,228888,george edmundson,66,64,32,47,46,66,78,CB,RES,1000000.0,5000.0,Ipswich Town,Right,,"Power Header, Long Ball Pass, Bruiser, Aerial"
7680,261654,omar el hilali,66,80,40,57,65,61,62,"RB, LB, CB",SUB,2100000.0,2000.0,Espanyol,Right,,Rapid
7681,255386,tomas escalante,66,72,59,64,68,56,57,CM,SUB,1300000.0,4000.0,Defensa y Justicia,Right,,
7682,243591,fernando andrade,66,67,66,62,66,26,66,"LW, LM, ST",LW,825000.0,3000.0,Casa Pia,Right,,
7683,273610,andres ferrari,66,69,65,56,63,28,62,"ST, RW, RM",RM,1900000.0,2000.0,Villarreal II,Right,,
7684,258973,mamadou fofana,66,84,51,66,70,59,74,"CM, CDM",SUB,1900000.0,2000.0,Amiens SC,Right,,
7685,243360,nils froling,66,75,69,56,68,38,79,LM,SUB,1900000.0,4000.0,Hansa Rostock,Right,,Long Throw
7686,155463,valerica gaman,66,53,57,57,52,66,69,CB,RCB,275000.0,2000.0,Hermannstadt,Right,,"Power Header, Long Ball Pass, Slide Tackle"
7687,192319,luke garbutt,66,67,54,66,65,63,64,"LB, LWB",LWB,725000.0,6000.0,Salford City,Left,,
7688,191252,marcel gaus,66,70,60,63,63,59,76,LWB,LWB,450000.0,2000.0,Saarbrücken,Left,,"Slide Tackle, Long Throw"
7689,216348,nick gillekens,66,69,61,67,66,43,63,GK,SUB,775000.0,3000.0,Westerlo,Right,,
7690,189551,dylan gissi,66,34,46,58,55,64,78,CB,SUB,550000.0,4000.0,Defensa y Justicia,Right,#Strength,
7691,203393,eddy gnahore,66,55,64,64,66,63,76,"CDM, CM",SUB,725000.0,2000.0,Ascoli,Right,,Flair
7692,269569,jan gorenc,66,50,31,48,45,66,73,CB,SUB,1200000.0,3000.0,AS Eupen,Right,,
7693,260336,raudy guerrero,66,77,59,61,66,43,46,"RM, RW",RM,1000000.0,500.0,Academia Puerto Cabello,Right,,Rapid
7694,264210,muhammed gumuskaya,66,72,61,66,68,52,57,"LM, CF, RM",SUB,1700000.0,3000.0,Westerlo,Left,,
7695,228238,jostein gundersen,66,55,41,52,58,64,73,CB,LCB,900000.0,2000.0,Tromsø,Right,,"Block, Intercept, Anticipate, Bruiser, Aerial"
7696,164505,brad guzan,66,65,67,64,63,38,67,GK,GK,90000.0,1000.0,Atlanta United,Left,,"Far Throw, Footwork"
7697,266127,lewis hall,66,66,54,65,68,63,56,"LB, LWB",SUB,2100000.0,6000.0,Newcastle United,Left,,Long Ball Pass
7698,260477,nathan harriel,66,78,32,51,55,64,74,RB,SUB,1800000.0,2000.0,Philadelphia Union,Right,,
7699,237833,mark harris,66,82,61,59,68,40,68,"ST, LW",ST,1200000.0,4000.0,Oxford United,Right,,Rapid
7700,245722,gustav henriksson,66,64,39,55,50,64,68,CB,SUB,950000.0,2000.0,Elfsborg,Right,,
7701,248492,james hill,66,66,25,48,52,65,67,CB,SUB,1800000.0,8000.0,Blackburn Rovers,Right,,Long Throw +
7702,200433,lukas hinterseer,66,34,67,62,65,40,73,ST,SUB,700000.0,5000.0,Hansa Rostock,Right,,
7703,253969,leo hjelde,66,71,32,56,60,64,67,"LB, CB",SUB,1600000.0,5000.0,Leeds United,Left,,Power Header
7704,258710,noah jean holm,66,70,67,52,65,27,75,ST,SUB,1900000.0,2000.0,Rosenborg,Right,,
7705,241835,jizz hornkamp,66,71,68,54,60,58,70,ST,RES,1200000.0,3000.0,Heracles Almelo,Right,,
7706,214983,matias ibanez,66,66,64,64,65,39,67,GK,SUB,90000.0,2000.0,Colón,Right,,
7707,262491,iker seguin,66,69,57,67,63,60,54,"LB, LWB",LB,450000.0,2000.0,Amorebieta,Left,,
7708,268673,alessio iovine,66,63,54,65,69,57,58,"RM, RB, CM",RES,675000.0,2000.0,Como,Right,,
7709,222503,harry isted,66,67,64,63,69,35,65,GK,SUB,925000.0,3000.0,Charlton Athletic,Right,,
7710,225168,valentin jacob,66,78,64,66,66,42,47,"CAM, LM, CM",SUB,850000.0,3000.0,Ajaccio,Right,,
7711,223224,marin jakolis,66,68,64,62,66,49,58,"ST, LM",RM,1100000.0,3000.0,Melbourne City,Right,,
7712,264195,javi marton,66,57,70,50,64,25,53,ST,SUB,1700000.0,7000.0,Mirandés,Right,,
7713,234276,jeong jae hee,66,89,60,57,66,47,67,"RM, RW",SUB,850000.0,2000.0,Pohang Steelers,Right,,"Rapid, Quick Step"
7714,225270,ignacio jeraldino,66,64,61,45,63,27,66,ST,RES,925000.0,4000.0,Sporting Gijón,Right,,
7715,259532,joan garcia,66,65,64,66,65,42,65,GK,SUB,1700000.0,2000.0,Espanyol,Right,,
7716,227675,marvin johnson,66,76,61,63,66,59,67,"LB, LM",RES,600000.0,6000.0,Sheffield Wednesday,Left,,"Whipped Cross, Rapid"
7717,235425,derrick jones,66,70,53,59,60,61,81,"CDM, CM, CB",LCB,1100000.0,2000.0,Charlotte,Left,,
7718,246039,jorge mier,66,76,41,60,64,61,62,"RB, LB",RB,1600000.0,2000.0,Amorebieta,Right,,
7719,258557,juanma bravo,66,62,61,64,63,66,70,"CM, CAM, CDM",SUB,1200000.0,3000.0,Alcorcón,Right,,Slide Tackle
7720,176841,lukas jutkiewicz,66,49,64,58,61,40,74,ST,SUB,425000.0,6000.0,Birmingham City,Left,,"Power Header, Aerial"
7721,216690,elvis kabashi,66,70,53,62,69,56,65,"CM, CAM",RCM,825000.0,1000.0,Reggiana,Left,,
7722,270632,jakub kadak,66,63,66,66,67,41,48,"CAM, CM",SUB,1700000.0,3000.0,Luzern,Right,,Chip Shot
7723,251289,thomas keller,66,60,42,56,54,64,73,"CB, CDM",SUB,1100000.0,7000.0,Heidenheim,Right,,
7724,256726,marvin keller,66,67,64,62,66,33,65,GK,SUB,1400000.0,3000.0,Young Boys,Right,,
7725,246121,stephen kelly,66,72,65,65,66,58,64,"CM, CDM, LW",SUB,1300000.0,2000.0,Livingston,Right,,Technical
7726,226924,roman kerschbaum,66,63,65,65,64,63,71,"CDM, CM, CAM",RDM,725000.0,6000.0,Rapid Wien,Right,,
7727,236586,kim jin ya,66,83,53,59,67,57,66,"RB, RWB, LB",SUB,1100000.0,2000.0,Seoul,Right,#Engine,"Rapid, Quick Step, Relentless"
7728,245809,yann kitala,66,72,66,46,62,24,72,ST,SUB,1200000.0,6000.0,Almere City,Left,,
7729,211827,philipp klewin,66,66,63,60,65,41,68,GK,GK,575000.0,1000.0,VfB Lübeck,Right,,
7730,241428,harvey knibbs,66,73,63,61,65,48,72,"CAM, LM, RM",LAM,1200000.0,2000.0,Reading,Right,,Relentless
7731,219558,gilbert koomson,66,85,60,60,67,37,62,RW,RW,850000.0,2000.0,Sandefjord,Right,,Rapid
7732,228363,joris kramer,66,51,36,41,52,66,72,CB,SUB,1000000.0,3000.0,Go Ahead Eagles,Left,,
7733,262840,lukas kunze,66,68,62,60,62,60,74,CM,RCM,1200000.0,4000.0,Osnabrück,Right,,
7734,255703,luke le roux,66,75,50,61,67,59,72,"CDM, CM",SUB,1800000.0,2000.0,FC Volendam,Right,,"Intercept, Bruiser"
7735,221859,lee ju yong,66,80,58,57,65,58,69,"LWB, LB",LWB,725000.0,2000.0,Jeju United,Left,,Whipped Cross
7736,229907,julian lelieveld,66,65,44,62,62,62,67,RB,RB,1100000.0,3000.0,RKC Waalwijk,Right,,
7737,256564,tim lemperle,66,70,63,59,69,32,59,"RM, ST, LM",LS,2100000.0,6000.0,SpVgg Greuther Fürth,Right,,
7738,259615,percy liza,66,73,65,60,70,40,65,"ST, LW, RM",RES,1700000.0,500.0,Sporting Cristal,Left,,
7739,263228,lenny lobato,66,81,67,55,71,31,56,"LM, LW",RES,1900000.0,4000.0,Vélez Sarsfield,Left,,"Finesse Shot, Rapid"
7740,255398,lobete,66,69,64,55,68,23,56,"ST, LM, RM",LM,1900000.0,6000.0,FC Andorra,Right,,Chip Shot
7741,215581,jakub ukowski,66,80,65,60,68,35,60,"LM, ST, RM",RES,900000.0,2000.0,Korona Kielce,Right,,Rapid
7742,256604,daniel luna,66,68,57,58,65,33,44,CAM,RES,2100000.0,6000.0,Mallorca,Left,,Flair
7743,261377,rafael lutiger,66,60,40,47,45,68,72,CB,SUB,1800000.0,500.0,Sporting Cristal,Left,,
7744,207606,jay lynch,66,66,64,62,65,41,65,GK,GK,575000.0,3000.0,Fleetwood Town,Right,,
7745,267987,ignacio maestro puch,66,67,66,50,64,23,65,ST,SUB,2000000.0,2000.0,Atlético Tucumán,Right,,
7746,212223,sean maguire,66,82,62,56,70,36,61,ST,LS,850000.0,3000.0,Carlisle United,Right,,
7747,243275,lars lukas mai,66,54,32,47,48,65,75,CB,SUB,1800000.0,2000.0,Lugano,Right,,Aerial
7748,271589,cesar lobi manzoki,66,69,67,38,62,20,64,ST,ST,1100000.0,4000.0,Dalian Professional,Right,,Technical
7749,259010,marcelo lopes,66,83,59,60,65,25,58,"RM, CF",SUB,575000.0,4000.0,Voluntari,Right,,Rapid
7750,216376,marco sangalli,66,68,69,66,66,53,61,"RM, LM, CM",RM,700000.0,3000.0,Racing Santander,Right,,
7751,214876,jack marriott,66,80,65,51,67,26,64,ST,LS,875000.0,4000.0,Fleetwood Town,Right,,Acrobatic
7752,208739,cosmin matei,66,62,64,66,67,54,60,"CAM, LM",CAM,700000.0,4000.0,Sepsi,Right,,"Pinged Pass, Flair"
7753,251918,anthony matos,66,49,27,43,42,67,66,CB,SUB,975000.0,500.0,Estudiantes Mérida,Right,,
7754,240259,mehdi merghem,66,72,63,63,68,48,67,"RM, RW",RM,1000000.0,2000.0,Guingamp,Left,,Technical
7755,223230,bogdan mitrea,66,54,55,56,49,66,74,CB,LCB,230000.0,2000.0,Universitatea Cluj,Left,,Long Ball Pass
7756,243788,arbnor mucolli,66,73,59,63,70,52,59,"LM, CAM, RM",LM,1400000.0,2000.0,IFK Göteborg,Left,,"Technical, Flair"
7757,214081,david murillo,66,74,37,57,65,60,66,RB,RES,750000.0,650.0,Deportivo Pereira,Right,,
7758,232599,yuta nakayama,66,72,47,59,64,65,72,"CB, LB",SUB,1000000.0,3000.0,Huddersfield Town,Left,,Intercept
7759,247308,john nelson,66,82,27,48,60,61,62,"LB, LWB, LM",SUB,1200000.0,2000.0,Saint Louis City,Left,,Block
7760,269302,maurice neubauer,66,69,32,59,62,62,63,LB,LB,900000.0,3000.0,Elversberg,Left,,
7761,234049,babacar niasse,66,74,65,60,69,29,56,GK,SUB,975000.0,2000.0,Guingamp,Right,,Footwork
7762,200820,jordan obita,66,65,58,64,64,62,74,"LB, LWB",SUB,750000.0,3000.0,Hibernian,Left,,"Long Ball Pass, Whipped Cross"
7763,254327,nathanael ogbeta,66,80,45,53,66,60,71,"LWB, LB",RES,1800000.0,7000.0,Swansea City,Left,,Technical
7764,245022,nicholas opoku,66,61,37,43,48,65,79,CB,RCB,1100000.0,2000.0,Amiens SC,Right,,Aerial
7765,268611,joel ordonez,66,63,26,51,52,66,72,CB,RES,1900000.0,3000.0,Club Brugge,Right,,
7766,221486,daniel o'shaughnessy,66,52,39,57,51,66,73,CB,RES,725000.0,5000.0,Karlsruher SC,Left,,Long Throw +
7767,258766,pablo garcia,66,76,38,53,63,60,69,"LB, LM",SUB,1800000.0,3000.0,Sporting Gijón,Left,,Relentless
7768,196916,marlon pack,66,45,60,65,64,63,72,"CDM, CM",RDM,575000.0,4000.0,Portsmouth,Right,,"Power Shot, Long Ball Pass, Long Throw"
7769,214250,manuel palacios,66,90,58,58,68,45,73,"ST, RW",SUB,700000.0,5000.0,Chengdu Rongcheng,Right,,"Rapid, Quick Step"
7770,256898,alexandru pantea,66,80,40,60,60,60,67,"RB, LB",RB,1900000.0,2000.0,FCSB,Right,,Slide Tackle
